String: 01
1,0,{q0},0,{q0;q1}
2,3,{q0;q1},1,{q0;q2}
Accepted
String: 101
1,1,{q0},1,{q0}
2,0,{q0},0,{q0;q1}
3,3,{q0;q1},1,{q0;q2}
Accepted
String: 1101
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,0,{q0},0,{q0;q1}
4,3,{q0;q1},1,{q0;q2}
Accepted
String: 01001
1,0,{q0},0,{q0;q1}
2,3,{q0;q1},1,{q0;q2}
3,4,{q0;q2},0,{q0;q1}
4,2,{q0;q1},0,{q0;q1}
5,3,{q0;q1},1,{q0;q2}
Accepted
String: 010101
1,0,{q0},0,{q0;q1}
2,3,{q0;q1},1,{q0;q2}
3,4,{q0;q2},0,{q0;q1}
4,3,{q0;q1},1,{q0;q2}
5,4,{q0;q2},0,{q0;q1}
6,3,{q0;q1},1,{q0;q2}
Accepted
String: 1011001
1,1,{q0},1,{q0}
2,0,{q0},0,{q0;q1}
3,3,{q0;q1},1,{q0;q2}
4,5,{q0;q2},1,{q0}
5,0,{q0},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,3,{q0;q1},1,{q0;q2}
Accepted
String: 10101001
1,1,{q0},1,{q0}
2,0,{q0},0,{q0;q1}
3,3,{q0;q1},1,{q0;q2}
4,4,{q0;q2},0,{q0;q1}
5,3,{q0;q1},1,{q0;q2}
6,4,{q0;q2},0,{q0;q1}
7,2,{q0;q1},0,{q0;q1}
8,3,{q0;q1},1,{q0;q2}
Accepted
String: 111000101
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
4,0,{q0},0,{q0;q1}
5,2,{q0;q1},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,3,{q0;q1},1,{q0;q2}
8,4,{q0;q2},0,{q0;q1}
9,3,{q0;q1},1,{q0;q2}
Accepted
String: 1111111101
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
4,1,{q0},1,{q0}
5,1,{q0},1,{q0}
6,1,{q0},1,{q0}
7,1,{q0},1,{q0}
8,1,{q0},1,{q0}
9,0,{q0},0,{q0;q1}
10,3,{q0;q1},1,{q0;q2}
Accepted
String: 00000000001
1,0,{q0},0,{q0;q1}
2,2,{q0;q1},0,{q0;q1}
3,2,{q0;q1},0,{q0;q1}
4,2,{q0;q1},0,{q0;q1}
5,2,{q0;q1},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,2,{q0;q1},0,{q0;q1}
8,2,{q0;q1},0,{q0;q1}
9,2,{q0;q1},0,{q0;q1}
10,2,{q0;q1},0,{q0;q1}
11,3,{q0;q1},1,{q0;q2}
Accepted
String: 0
1,0,{q0},0,{q0;q1}
Rejected
String: 00
1,0,{q0},0,{q0;q1}
2,2,{q0;q1},0,{q0;q1}
Rejected
String: 111
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
Rejected
String: 1100
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,0,{q0},0,{q0;q1}
4,2,{q0;q1},0,{q0;q1}
Rejected
String: 11111
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
4,1,{q0},1,{q0}
5,1,{q0},1,{q0}
Rejected
String: 010011
1,0,{q0},0,{q0;q1}
2,3,{q0;q1},1,{q0;q2}
3,4,{q0;q2},0,{q0;q1}
4,2,{q0;q1},0,{q0;q1}
5,3,{q0;q1},1,{q0;q2}
6,5,{q0;q2},1,{q0}
Rejected
String: 0101011
1,0,{q0},0,{q0;q1}
2,3,{q0;q1},1,{q0;q2}
3,4,{q0;q2},0,{q0;q1}
4,3,{q0;q1},1,{q0;q2}
5,4,{q0;q2},0,{q0;q1}
6,3,{q0;q1},1,{q0;q2}
7,5,{q0;q2},1,{q0}
Rejected
String: 10110000
1,1,{q0},1,{q0}
2,0,{q0},0,{q0;q1}
3,3,{q0;q1},1,{q0;q2}
4,5,{q0;q2},1,{q0}
5,0,{q0},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,2,{q0;q1},0,{q0;q1}
8,2,{q0;q1},0,{q0;q1}
Rejected
String: 101010000
1,1,{q0},1,{q0}
2,0,{q0},0,{q0;q1}
3,3,{q0;q1},1,{q0;q2}
4,4,{q0;q2},0,{q0;q1}
5,3,{q0;q1},1,{q0;q2}
6,4,{q0;q2},0,{q0;q1}
7,2,{q0;q1},0,{q0;q1}
8,2,{q0;q1},0,{q0;q1}
9,2,{q0;q1},0,{q0;q1}
Rejected
String: 1110001011
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
4,0,{q0},0,{q0;q1}
5,2,{q0;q1},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,3,{q0;q1},1,{q0;q2}
8,4,{q0;q2},0,{q0;q1}
9,3,{q0;q1},1,{q0;q2}
10,5,{q0;q2},1,{q0}
Rejected
String: 11111111011
1,1,{q0},1,{q0}
2,1,{q0},1,{q0}
3,1,{q0},1,{q0}
4,1,{q0},1,{q0}
5,1,{q0},1,{q0}
6,1,{q0},1,{q0}
7,1,{q0},1,{q0}
8,1,{q0},1,{q0}
9,0,{q0},0,{q0;q1}
10,3,{q0;q1},1,{q0;q2}
11,5,{q0;q2},1,{q0}
Rejected
String: 000000000011
1,0,{q0},0,{q0;q1}
2,2,{q0;q1},0,{q0;q1}
3,2,{q0;q1},0,{q0;q1}
4,2,{q0;q1},0,{q0;q1}
5,2,{q0;q1},0,{q0;q1}
6,2,{q0;q1},0,{q0;q1}
7,2,{q0;q1},0,{q0;q1}
8,2,{q0;q1},0,{q0;q1}
9,2,{q0;q1},0,{q0;q1}
10,2,{q0;q1},0,{q0;q1}
11,3,{q0;q1},1,{q0;q2}
12,5,{q0;q2},1,{q0}
Rejected
