String: 010101001
1,0,{q1},0,{q1;q2}
2,3,{q1;q2},1,{q1;q5}
3,10,{q1;q5},0,{q1;q2}
4,3,{q1;q2},1,{q1;q5}
5,10,{q1;q5},0,{q1;q2}
6,3,{q1;q2},1,{q1;q5}
7,10,{q1;q5},0,{q1;q2}
8,2,{q1;q2},0,{q1;q2;q3}
9,5,{q1;q2;q3},1,{q1;q4;q5}
Accepted
String: 001
1,0,{q1},0,{q1;q2}
2,2,{q1;q2},0,{q1;q2;q3}
3,5,{q1;q2;q3},1,{q1;q4;q5}
Accepted
String: 110
1,1,{q1},1,{q1;q5}
2,11,{q1;q5},1,{q1;q5;q6}
3,12,{q1;q5;q6},0,{q1;q2;q7}
Accepted
String: 1010101110
1,1,{q1},1,{q1;q5}
2,10,{q1;q5},0,{q1;q2}
3,3,{q1;q2},1,{q1;q5}
4,10,{q1;q5},0,{q1;q2}
5,3,{q1;q2},1,{q1;q5}
6,10,{q1;q5},0,{q1;q2}
7,3,{q1;q2},1,{q1;q5}
8,11,{q1;q5},1,{q1;q5;q6}
9,13,{q1;q5;q6},1,{q1;q5;q6}
10,12,{q1;q5;q6},0,{q1;q2;q7}
Accepted
String: 1111111110
1,1,{q1},1,{q1;q5}
2,11,{q1;q5},1,{q1;q5;q6}
3,13,{q1;q5;q6},1,{q1;q5;q6}
4,13,{q1;q5;q6},1,{q1;q5;q6}
5,13,{q1;q5;q6},1,{q1;q5;q6}
6,13,{q1;q5;q6},1,{q1;q5;q6}
7,13,{q1;q5;q6},1,{q1;q5;q6}
8,13,{q1;q5;q6},1,{q1;q5;q6}
9,13,{q1;q5;q6},1,{q1;q5;q6}
10,12,{q1;q5;q6},0,{q1;q2;q7}
Accepted
String: 0000000001
1,0,{q1},0,{q1;q2}
2,2,{q1;q2},0,{q1;q2;q3}
3,4,{q1;q2;q3},0,{q1;q2;q3}
4,4,{q1;q2;q3},0,{q1;q2;q3}
5,4,{q1;q2;q3},0,{q1;q2;q3}
6,4,{q1;q2;q3},0,{q1;q2;q3}
7,4,{q1;q2;q3},0,{q1;q2;q3}
8,4,{q1;q2;q3},0,{q1;q2;q3}
9,4,{q1;q2;q3},0,{q1;q2;q3}
10,5,{q1;q2;q3},1,{q1;q4;q5}
Accepted
String: 010010
1,0,{q1},0,{q1;q2}
2,3,{q1;q2},1,{q1;q5}
3,10,{q1;q5},0,{q1;q2}
4,2,{q1;q2},0,{q1;q2;q3}
5,5,{q1;q2;q3},1,{q1;q4;q5}
6,8,{q1;q4;q5},0,{q1;q2}
Rejected
String: 11
1,1,{q1},1,{q1;q5}
2,11,{q1;q5},1,{q1;q5;q6}
Rejected
String: 00
1,0,{q1},0,{q1;q2}
2,2,{q1;q2},0,{q1;q2;q3}
Rejected
String: 0100001111
1,0,{q1},0,{q1;q2}
2,3,{q1;q2},1,{q1;q5}
3,10,{q1;q5},0,{q1;q2}
4,2,{q1;q2},0,{q1;q2;q3}
5,4,{q1;q2;q3},0,{q1;q2;q3}
6,4,{q1;q2;q3},0,{q1;q2;q3}
7,5,{q1;q2;q3},1,{q1;q4;q5}
8,9,{q1;q4;q5},1,{q1;q5;q6}
9,13,{q1;q5;q6},1,{q1;q5;q6}
10,13,{q1;q5;q6},1,{q1;q5;q6}
Rejected
String: 01010101011100
1,0,{q1},0,{q1;q2}
2,3,{q1;q2},1,{q1;q5}
3,10,{q1;q5},0,{q1;q2}
4,3,{q1;q2},1,{q1;q5}
5,10,{q1;q5},0,{q1;q2}
6,3,{q1;q2},1,{q1;q5}
7,10,{q1;q5},0,{q1;q2}
8,3,{q1;q2},1,{q1;q5}
9,10,{q1;q5},0,{q1;q2}
10,3,{q1;q2},1,{q1;q5}
11,11,{q1;q5},1,{q1;q5;q6}
12,13,{q1;q5;q6},1,{q1;q5;q6}
