String: 00
1,1,q0,0,q2
2,5,q2,0,q0
Accepted
String: 11
1,0,q0,1,q1
2,2,q1,1,q0
Accepted
String: 0110
1,1,q0,0,q2
2,4,q2,1,q3
3,6,q3,1,q2
4,5,q2,0,q0
Accepted
String: 01010101
1,1,q0,0,q2
2,4,q2,1,q3
3,7,q3,0,q1
4,2,q1,1,q0
5,1,q0,0,q2
6,4,q2,1,q3
7,7,q3,0,q1
8,2,q1,1,q0
Accepted
String: 00010111
1,1,q0,0,q2
2,5,q2,0,q0
3,1,q0,0,q2
4,4,q2,1,q3
5,7,q3,0,q1
6,2,q1,1,q0
7,0,q0,1,q1
8,2,q1,1,q0
Accepted
String: 11101000
1,0,q0,1,q1
2,2,q1,1,q0
3,0,q0,1,q1
4,3,q1,0,q3
5,6,q3,1,q2
6,5,q2,0,q0
7,1,q0,0,q2
8,5,q2,0,q0
Accepted
String: 10010110
1,0,q0,1,q1
2,3,q1,0,q3
3,7,q3,0,q1
4,2,q1,1,q0
5,1,q0,0,q2
6,4,q2,1,q3
7,6,q3,1,q2
8,5,q2,0,q0
Accepted
String: 1
1,0,q0,1,q1
Rejected
String: 0
1,1,q0,0,q2
Rejected
String: 110
1,0,q0,1,q1
2,2,q1,1,q0
3,1,q0,0,q2
Rejected
String: 010
1,1,q0,0,q2
2,4,q2,1,q3
3,7,q3,0,q1
Rejected
String: 11000
1,0,q0,1,q1
2,2,q1,1,q0
3,1,q0,0,q2
4,5,q2,0,q0
5,1,q0,0,q2
Rejected
String: 00111
1,1,q0,0,q2
2,5,q2,0,q0
3,0,q0,1,q1
4,2,q1,1,q0
5,0,q0,1,q1
Rejected
String: 1011011011
1,0,q0,1,q1
2,3,q1,0,q3
3,6,q3,1,q2
4,4,q2,1,q3
5,7,q3,0,q1
6,2,q1,1,q0
7,0,q0,1,q1
8,3,q1,0,q3
9,6,q3,1,q2
10,4,q2,1,q3
Rejected
